shopping,made,三菱UFJ銀行,口座,"ペフメインバンク",
shopping,made,PayPay銀行,口座,"電子決済用口座",
shopping,made,PayPay QRコード,電子決済,"[UR-4.5-WW]",
shopping,free,Square 磁気カードリーダー,電子決済,"[UR-4.5-WW]",
shopping,free,Square Bluetoothカードリーダー,電子決済,"[UR-4.5-WW]",
shopping,bought,キャッシュトレー,Galaxy,"[UR-4.5-WW]",
shopping,bought,納品書,書類,"[UR-4.5-WW] KOKUYO ウ-367-N ウ-341-N",
shopping,bought,給与支払明細書,書類,"[UR-4.5-WW]",
shopping,bought,CARL MR-2000,決済,"[UR-4.5-WW] Mini Reji コイン専用コンパクトレジスター",
shopping,bought,コインケース,決済,"[UR-4.5-WW]",
shopping,bought,ウエストポーチ,決済,"[UR-4.5-WW]",
shopping,free,ラゲッジスケール,はかり,"[UR-4.5-WW] 吊り下げ式電子スケール MAX50kg",
shopping,bought,発送用厚さ測定定規,定規,"[UR-4.5-WW] 厚さ1cm,2cm,2.5cm,3cm計測用",
shopping,made,国際郵便料金表,印刷物,"[UR-4.5-WW] WWW to Print",
shopping,bought,レターパックプラス,発送,"[UR-4.5-WW]",
shopping,free,エコ配送り状,発送,"[UR-4.5-WW]",
shopping,free,日本製ラベル,ステッカー,"[UR-4.5-WW] HEIKOタックラベル 6x20mm",
shopping,free,新発売ラベル,ステッカー,"[UR-4.5-WW] HEIKOタックラベル 16x36mm",
shopping,free,自家製ラベル,ステッカー,"[UR-4.5-WW] HEIKOタックラベル 11x32mm",
shopping,gift,アルファベットステッカー,ステッカー,"[UR-4.5-WW] www.mylittleshoebox.com 黄緑色　四角型",
shopping,gift,ナンバーステッカー,ステッカー,"[UR-4.5-WW] エーワンラベルシール 9mm 丸型",
shopping,gift,ひらがなステッカー,ステッカー,"[UR-4.5-WW] DECAdry　白色",
shopping,gift,Best Wishesラベル金,ステッカー,"[UR-4.5-WW] HEIKOギフトシール 22x30mm",
shopping,gift,Best Wishesラベル銀,ステッカー,"[UR-4.5-WW]HEIKOギフトシール 22x30mm",
shopping,gift,Thank youラベル,ステッカー,"[UR-4.5-WW] ",
shopping,free,クラフト封筒,長形1号,"[UR-4.5-WW] A4サイズ対応(二つ折り)",
shopping,free,クラフト封筒,長形3号,"[UR-4.5-WW] A4サイズ対応(三つ折り)",
shopping,free,クラフト封筒,角形8号,"[UR-4.5-WW] B5サイズ対応(三つ折り)",
shopping,free,クラフト封筒,長形40号,"[UR-4.5-WW] A4サイズ対応(四つ折り)",
shopping,free,クラフト封筒,長形4号,"[UR-4.5-WW] B5サイズ対応(四つ折り)",
shopping,free,ホワイト封筒,長形4号,"[UR-4.5-WW] B5サイズ対応(四つ折り)",
shopping,free,エアメール封筒,定形郵便用,"[UR-4.5-WW] 92x165mm 船便使用不可",
shopping,free,OPP袋,A4,"[UR-4.5-WW] テープ付き",
shopping,free,OPP袋,B4,"[UR-4.5-WW] テープ付き",
shopping,free,OPP袋,8x12,"[UR-4.5-WW] テープ付き",
shopping,free,OPP袋,長方形大判,"[UR-4.5-WW]",
shopping,free,透明ポケット,A2,"[UR-4.5-WW]",
shopping,bought,ショップバッグ,紙袋,"[UR-4.5-WW] 32x31.5cm 白色",
shopping,bought,巻クラフト紙,梱包,"[UR-4.5-WW] 90cm",
shopping,bought,ストレッチフィルム 大,梱包,"[UR-4.5] 50cm",
shopping,bought,ストレッチフィルム 小,梱包,"[UR-4.5] 30cm",
shopping,bought,チャック付収納パック,A3,"[UR-4.5-WW] 商品サイズ：40cm×50cm×0cm",
shopping,bought,チャック付収納パック,B4,"[UR-4.5-WW] 商品サイズ：28cm×40cm×0cm",
shopping,bought,チャック付収納パック,A4,"[UR-4.5-WW] 商品サイズ：24cm×34cm×0cm",
shopping,bought,ジップ付き袋,L,"[UR-4.5-WW] 27x28cm",
shopping,bought,ジップ付き袋,M,"[UR-4.5-WW] 18x20.5cm",
shopping,bought,ジップ付き袋,S,"[UR-4.5-WW] 12.7x17.7cm",
shopping,bought,ジップ付き袋,SS,"[UR-4.5-WW] 8.2x16.5cm",
shopping,free,藁半紙,梱包,"[UR-4.5-WW] クッション材として荷物に入っていた紙を保管",
shopping,free,気泡緩衝材,梱包,"[UR-4.5-WW] 届いた荷物に入っていたプチプチ",
shopping,free,クッション材,梱包,"[UR-4.5-WW] 届いた荷物に入っていたクラフト紙製",
shopping,free,ダンボール各種,発送,"[UR-4.5-WW] 届いた段ボールのうち綺麗なものを発送時に再利用",
